ID,sequence,treatment,aphLength,aphWidth,aphSize,propOnL,propOffL,propSOL,totalDisp,totalRotation,averageVelocity,Green,Blue,UV,R.pwm,G.pwm,B.pwm,U.pwm
141,3LEDid25,15,2.354470737,1.163528423,8.625232532,0.981909268,0.018090732,0.918452547,9.526348751,0.832258562,0.002675443,6.581061792,5.521093551,0.455055346,240,255,120,255
142,3LEDid25,15,2.235002959,1.354019281,10.00542471,0.008906207,0.991093793,0,2.157139365,0.042357829,0.033705303,6.581061792,5.521093551,0.455055346,240,255,120,255
143,3LEDid25,15,2.618117784,1.185256405,9.901828014,0.981909268,0.018090732,0.864180351,25.84683274,0.582607535,0.007257334,6.581061792,5.521093551,0.455055346,240,255,120,255
144,3LEDid25,15,2.668229938,1.471777046,12.48366391,1,0,1,7.678507837,0.754298949,0.002116761,6.581061792,5.521093551,0.455055346,240,255,120,255
145,3LEDid16,16,3.274864897,1.684564096,17.20873752,1,0,1,13.16608563,0.216843019,0.003633966,5.48282383,2.640469824,0.006984783,120,255,60,0
146,3LEDid16,16,2.242294596,1.173962375,8.284507544,0.981914302,0.018085698,0.981914302,9.68512739,0.208404278,0.002721427,5.48282383,2.640469824,0.006984783,120,255,60,0
147,3LEDid16,16,2.159362345,1.054580568,7.15285284,0.981914302,0.018085698,0.927378965,13.37334982,0.215405178,0.003755204,5.48282383,2.640469824,0.006984783,120,255,60,0
148,3LEDid16,16,3.112818539,1.85606481,18.12782951,1,0,1,6.256187574,0.211678681,0.001722713,5.48282383,2.640469824,0.006984783,120,255,60,0
149,3LEDid16,16,2.526334409,1.587450559,12.71504441,1,0,0.973010573,15.95247106,2.184709313,0.004400924,5.48282383,2.640469824,0.006984783,120,255,60,0
150,3LEDid16,16,3.119000895,1.414996817,13.86128708,1,0,0.927100723,10.82432656,0.190704077,0.002984069,5.48282383,2.640469824,0.006984783,120,255,60,0
151,3LEDid16,16,3.601912005,1.627680772,18.42267265,1,0,1,4.335356676,0.055834187,0.001197044,5.48282383,2.640469824,0.006984783,120,255,60,0
152,3LEDid16,16,3.465460609,2.235595366,24.34573175,1,0,0.945464663,17.3749291,0.383067438,0.004795015,5.48282383,2.640469824,0.006984783,120,255,60,0
153,3LEDid16,16,2.414330809,1.350353989,10.47853802,0.427100723,0.572899277,0.381747357,11.06819471,0.226725221,0.007070987,5.48282383,2.640469824,0.006984783,120,255,60,0
154,3LEDid16,16,3.583659629,2.044515152,22.86210792,0.963550362,0.036449638,0.954368392,8.481195924,0.291750973,0.002425741,5.48282383,2.640469824,0.006984783,120,255,60,0
155,3LEDid16,16,2.56348408,1.413962179,11.40124697,1,0,0.954368392,10.94522405,0.351900806,0.003018185,5.48282383,2.640469824,0.006984783,120,255,60,0
156,3LEDid22,16,2.297564136,1.357770911,9.873082441,0.981904232,0.018095768,0.981904232,11.7382375,0.794619233,0.003296778,5.48282383,2.640469824,0.006984783,120,255,60,0
157,3LEDid22,16,NA,NA,NA,0,1,0,0,0,0,5.48282383,2.640469824,0.006984783,120,255,60,0
158,3LEDid22,16,3.149986382,2.016167276,20.11957402,0.981625835,0.018374165,0.954621381,15.41810414,0.403347307,0.004337253,5.48282383,2.640469824,0.006984783,120,255,60,0
159,3LEDid22,16,2.453448005,1.16603689,8.997180299,1,0,1,6.698130492,0.633517242,0.001849053,5.48282383,2.640469824,0.006984783,120,255,60,0
160,3LEDid22,16,NA,NA,NA,0,1,0,0,0,0,5.48282383,2.640469824,0.006984783,120,255,60,0
161,3LEDid22,16,2.694431847,1.429805477,12.11667356,1,0,0.982182628,8.278636578,0.24033274,0.002292808,5.48282383,2.640469824,0.006984783,120,255,60,0
162,3LEDid22,16,1.209859294,0.928405589,3.578989829,0.945712695,0.054287305,0.945712695,6.242144812,1.125712409,0.001817455,5.48282383,2.640469824,0.006984783,120,255,60,0
163,3LEDid22,16,3.137421762,1.480233574,14.59469243,0.972717149,0.027282851,0.963530067,4.46425987,0.051592595,0.001263306,5.48282383,2.640469824,0.006984783,120,255,60,0
164,3LEDid22,16,2.322418105,1.642035541,13.60938733,0.045378619,0.954621381,0.027282851,2.023312712,0.061477207,0.010364383,5.48282383,2.640469824,0.006984783,120,255,60,0
165,3LEDid19,17,NA,NA,NA,0,1,0,0,0,0,5.709128198,3.022951406,0.228588548,120,255,60,127
166,3LEDid19,17,2.82573062,1.507528485,13.57109635,0.854601056,0.145398944,0.73589102,17.29118447,0.49285497,0.005560981,5.709128198,3.022951406,0.228588548,120,255,60,127
167,3LEDid19,17,3.294128263,1.650013987,17.24548534,0.981651376,0.018348624,0.799833194,29.38606858,0.797401445,0.008242821,5.709128198,3.022951406,0.228588548,120,255,60,127
168,3LEDid19,17,2.843213054,1.456226568,13.14127225,0.918265221,0.081734779,0.745343342,25.74133248,0.4342048,0.00770446,5.709128198,3.022951406,0.228588548,120,255,60,127
169,3LEDid19,17,3.043923975,1.632828507,15.68210174,1,0,0.981651376,16.06864891,1.234064277,0.00442138,5.709128198,3.022951406,0.228588548,120,255,60,127
170,3LEDid19,17,2.620047974,1.220374318,10.1446856,0.981929386,0.018070614,0.772588268,29.87995113,0.540930998,0.008381673,5.709128198,3.022951406,0.228588548,120,255,60,127
171,3LEDid19,17,2.294676118,1.027049613,7.426922912,0.936335835,0.063664165,0.909368919,6.269729019,0.55490744,0.001850354,5.709128198,3.022951406,0.228588548,120,255,60,127
172,3LEDid19,17,3.293615897,2.156989177,22.84791585,0.636085627,0.363914373,0.472894078,24.0978366,0.557207184,0.010387445,5.709128198,3.022951406,0.228588548,120,255,60,127
173,3LEDid19,17,2.331036889,1.507531888,12.38696511,0.063664165,0.936335835,0,6.447498554,0.091716099,0.024662333,5.709128198,3.022951406,0.228588548,120,255,60,127
174,3LEDid19,17,3.111511307,1.368331128,13.51920016,0.981651376,0.018348624,0.799833194,24.51512673,0.488665558,0.006876573,5.709128198,3.022951406,0.228588548,120,255,60,127
175,3LEDid19,17,2.73565606,1.232882544,10.60871413,0.881567973,0.118432027,0.845148735,14.1935957,0.518134037,0.004430091,5.709128198,3.022951406,0.228588548,120,255,60,127
176,3LEDid9,17,3.693824843,2.282061857,26.59690532,1,0,0.936856745,17.94138072,0.36630044,0.004956069,5.709128198,3.022951406,0.228588548,120,255,60,127
177,3LEDid9,17,2.227921671,1.428350349,9.997341692,0,1,0,0,0,0,5.709128198,3.022951406,0.228588548,120,255,60,127
178,3LEDid9,17,2.339403221,1.225230789,8.935622912,0.709040334,0.290959666,0.672600834,6.893136171,0.169965198,0.002669667,5.709128198,3.022951406,0.228588548,120,255,60,127
179,3LEDid9,17,NA,NA,NA,0,1,0,0,0,0,5.709128198,3.022951406,0.228588548,120,255,60,127
180,3LEDid9,17,3.47204602,2.242563664,24.42635976,0.981919332,0.018080668,0.973018081,9.155996224,0.308438553,0.002575609,5.709128198,3.022951406,0.228588548,120,255,60,127
181,3LEDid9,17,3.590429793,2.197810706,24.75111481,1,0,0.972739917,12.29383026,0.355297693,0.003384274,5.709128198,3.022951406,0.228588548,120,255,60,127
182,3LEDid9,17,2.18610569,1.310566392,9.044055924,0.981919332,0.018080668,0.954937413,12.72012924,0.448888087,0.003575914,5.709128198,3.022951406,0.228588548,120,255,60,127
183,3LEDid9,17,3.10472094,1.689550271,16.46509434,1,0,0.936022253,21.85816568,1.466435487,0.006022281,5.709128198,3.022951406,0.228588548,120,255,60,127
184,3LEDid9,17,2.908695415,1.812237534,16.5834881,1,0,0.981919332,9.946472685,0.318639508,0.002743155,5.709128198,3.022951406,0.228588548,120,255,60,127
185,3LEDid9,17,NA,NA,NA,0,1,0,0,0,0,5.709128198,3.022951406,0.228588548,120,255,60,127
186,3LEDid9,17,2.591698539,1.746957903,14.25119926,0.654242003,0.345757997,0.590820584,12.20458594,0.336826887,0.005121282,5.709128198,3.022951406,0.228588548,120,255,60,127
187,3LEDid9,17,3.715976644,1.899133108,22.15593376,1,0,0.836995828,22.9579158,0.779635358,0.00633364,5.709128198,3.022951406,0.228588548,120,255,60,127
188,3LEDid30,18,2.682230385,1.574329417,13.25596264,0.445464663,0.554535337,0.309126322,16.14611463,0.240670301,0.009882266,5.93721449,3.408444655,0.451937223,120,255,60,255
189,3LEDid30,18,2.205835063,1.239542616,8.769553633,0.98163606,0.01836394,0.855036171,17.51113525,0.824721121,0.004926535,5.93721449,3.408444655,0.451937223,120,255,60,255
190,3LEDid30,18,3.072709084,1.59125914,15.75424196,0.109070673,0.890929327,0.063717307,7.232873,0.073080626,0.017046237,5.93721449,3.408444655,0.451937223,120,255,60,255
191,3LEDid30,18,2.370973746,1.421157042,10.58567824,0,1,0,0,0,0,5.93721449,3.408444655,0.451937223,120,255,60,255
192,3LEDid30,18,1.793248519,1.140564621,6.427631928,0.791040623,0.208959377,0.754590985,8.309141452,0.207318401,0.002884556,5.93721449,3.408444655,0.451937223,120,255,60,255
193,3LEDid30,18,2.348590412,1.300601509,9.611277509,0.98163606,0.01836394,0.75375626,29.98797487,0.556213927,0.008416544,5.93721449,3.408444655,0.451937223,120,255,60,255
194,3LEDid30,18,2.692939527,1.558280763,13.21128293,0.527267668,0.472732332,0.472732332,10.41931017,0.216180133,0.00539895,5.93721449,3.408444655,0.451937223,120,255,60,255
195,3LEDid30,18,2.106313991,1.513872839,10.09260434,0.245965498,0.754034502,0.072621035,26.13068194,0.317157227,0.028480129,5.93721449,3.408444655,0.451937223,120,255,60,255
196,3LEDid30,18,1.993157591,1.082272653,6.792122895,0.954646633,0.045353367,0.835837507,29.73981031,0.513389879,0.008566866,5.93721449,3.408444655,0.451937223,120,255,60,255
197,3LEDid30,18,2.307730229,1.427272948,10.37307135,0.127156372,0.872843628,0.054535337,7.276852042,0.114351799,0.014886933,5.93721449,3.408444655,0.451937223,120,255,60,255
198,3LEDid5,18,2.079589129,1.24365983,8.26770983,0.981646274,0.018353726,0.936318131,14.74586884,0.52641804,0.004140229,5.93721449,3.408444655,0.451937223,120,255,60,255
199,3LEDid5,18,3.207505761,2.119144818,21.32992411,1,0,0.936318131,15.91901608,0.782047636,0.004386551,5.93721449,3.408444655,0.451937223,120,255,60,255
200,3LEDid5,18,2.300780654,1.300289622,9.315319921,0.290878754,0.709121246,0.254171301,5.687194028,0.113249962,0.005253732,5.93721449,3.408444655,0.451937223,120,255,60,255
201,3LEDid5,18,2.815591135,1.559069401,13.73111934,0.054783092,0.945216908,0.027252503,4.147023715,0.049762066,0.017980962,5.93721449,3.408444655,0.451937223,120,255,60,255
202,3LEDid5,18,3.00605472,1.872757661,17.77813233,0.308954394,0.691045606,0.172135706,20.28386142,0.311725472,0.017720171,5.93721449,3.408444655,0.451937223,120,255,60,255
203,3LEDid5,18,2.447776706,1.485761116,11.46697951,1,0,0.991101224,13.30456956,1.275755936,0.003675156,5.93721449,3.408444655,0.451937223,120,255,60,255
204,3LEDid5,18,2.355027634,1.445652582,10.73262147,1,0,0.972747497,11.04555217,1.134196487,0.003039127,5.93721449,3.408444655,0.451937223,120,255,60,255
205,3LEDid5,18,2.564782946,1.360235069,10.95699511,0.582035595,0.417964405,0.436596218,24.1697952,0.437998063,0.011372549,5.93721449,3.408444655,0.451937223,120,255,60,255
206,3LEDid5,18,2.364037931,1.742291815,12.90188058,1,0,1,6.639443275,0.325984596,0.001831272,5.93721449,3.408444655,0.451937223,120,255,60,255
207,3LEDid5,18,2.924854877,1.813249745,16.69665607,0.118464961,0.881535039,0.063681869,6.015431307,0.092962082,0.013084452,5.93721449,3.408444655,0.451937223,120,255,60,255
208,3LEDid5,18,2.722304378,1.500627668,12.82568706,0.981646274,0.018353726,0.944938821,11.6601303,0.428851936,0.003268649,5.93721449,3.408444655,0.451937223,120,255,60,255
209,3LEDid5,18,2.779762916,1.802022018,15.72602902,1,0,0.937152392,13.90380108,0.620889639,0.003837737,5.93721449,3.408444655,0.451937223,120,255,60,255
210,3LEDid37,19,2.808807456,1.51280705,13.27604487,1,0,0.972423398,28.87594686,0.522581205,0.00791834,5.387204547,1.966626959,0.227029486,60,255,30,127
211,3LEDid37,19,3.10065515,1.512602658,14.83330212,0.72729805,0.27270195,0.691086351,10.5406318,0.28200943,0.003986433,5.387204547,1.966626959,0.227029486,60,255,30,127
212,3LEDid37,19,2.744272963,1.491819725,12.8579536,1,0,0.818662953,34.37751546,0.53930606,0.009539734,5.387204547,1.966626959,0.227029486,60,255,30,127
213,3LEDid37,19,2.986816608,1.620505139,15.18574923,1,0,0.936768802,10.31988709,0.237796033,0.002855789,5.387204547,1.966626959,0.227029486,60,255,30,127
214,3LEDid37,19,2.833504246,1.530580871,13.62117532,0.88189415,0.11810585,0.708913649,22.36412526,0.420208278,0.006987453,5.387204547,1.966626959,0.227029486,60,255,30,127
215,3LEDid37,19,2.559759402,1.477609738,12.19848433,0.936490251,0.063509749,0.854874652,17.84218124,0.304279519,0.005263964,5.387204547,1.966626959,0.227029486,60,255,30,127
216,3LEDid37,19,2.604671722,1.404054185,11.45943976,1,0,0.891086351,18.8384636,0.563204972,0.005203535,5.387204547,1.966626959,0.227029486,60,255,30,127
217,3LEDid41,19,2.15310819,1.314257193,8.996683768,1,0,0.972732332,11.03102759,0.317653347,0.003038828,5.387204547,1.966626959,0.227029486,60,255,30,127
218,3LEDid41,19,2.442688396,1.511495118,11.54943518,0.136338342,0.863661658,0.072899277,7.058174359,0.096429672,0.013510333,5.387204547,1.966626959,0.227029486,60,255,30,127
219,3LEDid41,19,2.395421241,1.264044063,9.50374024,0.027267668,0.972732332,0,2.649699665,0.019982855,0.020258656,5.387204547,1.966626959,0.227029486,60,255,30,127
220,3LEDid41,19,2.782430588,1.537927653,13.41254962,1,0,0.99081803,8.859997276,0.341684575,0.002443313,5.387204547,1.966626959,0.227029486,60,255,30,127
221,3LEDid32,2,2.20838803,1.476003695,10.23226008,1,0,0.990820584,12.99698915,0.713870595,0.003584382,1.513998972,4.607779374,0.22784001,240,0,120,127
222,3LEDid32,2,3.190708678,1.78894306,17.66810751,0.027260083,0.972739917,0,8.034703617,0.044473951,0.061233662,1.513998972,4.607779374,0.22784001,240,0,120,127
223,3LEDid32,2,2.834347028,1.690822504,15.20841756,0.063421419,0.936578581,0,13.09660603,0.159612183,0.050409132,1.513998972,4.607779374,0.22784001,240,0,120,127
224,3LEDid32,2,2.239738998,1.474061069,10.5812963,0.027260083,0.972739917,0,11.54500882,0.050734201,0.088218851,1.513998972,4.607779374,0.22784001,240,0,120,127
225,3LEDid32,2,NA,NA,NA,0,1,0,0,0,0,1.513998972,4.607779374,0.22784001,240,0,120,127
226,3LEDid32,2,2.434337095,1.62676037,12.6303638,0.945201669,0.054798331,0.79054242,43.92030134,0.797780767,0.012777584,1.513998972,4.607779374,0.22784001,240,0,120,127
227,3LEDid32,2,2.494561255,1.562549346,12.2404682,0.245340751,0.754659249,0.236161335,5.672705156,0.280796734,0.006203282,1.513998972,4.607779374,0.22784001,240,0,120,127
228,3LEDid32,2,2.949791577,1.966984862,18.35142476,0.927121001,0.072878999,0.709040334,32.40655861,1.271054735,0.00962898,1.513998972,4.607779374,0.22784001,240,0,120,127
229,3LEDid32,2,2.308898393,1.522517284,11.08437807,0.036439499,0.963560501,0,3.500971574,0.033668333,0.021322636,1.513998972,4.607779374,0.22784001,240,0,120,127
230,3LEDid32,2,2.402866919,1.322558624,9.984054379,0.690959666,0.309040334,0.481502086,31.47672974,0.419072269,0.012524209,1.513998972,4.607779374,0.22784001,240,0,120,127
231,3LEDid32,2,2.541314328,1.453728236,11.78880149,0.527399166,0.472600834,0.390820584,18.68547323,0.694429651,0.009676798,1.513998972,4.607779374,0.22784001,240,0,120,127
232,3LEDid4,2,2.605609348,1.42396724,11.67538127,0.763560501,0.236439499,0.699582754,14.98843929,0.85703234,0.005390553,1.513998972,4.607779374,0.22784001,240,0,120,127
233,3LEDid4,2,3.043354577,1.9996863,19.14322682,1,0,0.854798331,39.11858222,0.665331626,0.010816924,1.513998972,4.607779374,0.22784001,240,0,120,127
234,3LEDid4,2,3.08047307,2.072679895,20.19263784,1,0,0.954381085,30.09135041,1.087281923,0.008293103,1.513998972,4.607779374,0.22784001,240,0,120,127
235,3LEDid4,2,3.077186448,1.97739775,19.14151905,0.936300417,0.063699583,0.890681502,20.03250603,1.018636744,0.005897491,1.513998972,4.607779374,0.22784001,240,0,120,127
236,3LEDid4,2,2.774176284,1.688845233,14.76208183,0.981919332,0.018080668,0.80945758,132.9108774,0.736248599,0.037358613,1.513998972,4.607779374,0.22784001,240,0,120,127
237,3LEDid4,2,1.892173124,1.476825679,8.829998407,0.009179416,0.990820584,0.009179416,0.079223381,0.00127052,0.001200354,1.513998972,4.607779374,0.22784001,240,0,120,127
238,3LEDid4,2,3.196283105,1.973828177,20.10336457,1,0,0.872044506,95.1667044,0.388206818,0.026117749,1.513998972,4.607779374,0.22784001,240,0,120,127
239,3LEDid4,2,2.005423832,1.097049775,7.451027889,0.945479833,0.054520167,0.872600834,15.57919053,0.355594557,0.004530463,1.513998972,4.607779374,0.22784001,240,0,120,127
240,3LEDid4,2,3.677319261,2.327248009,27.0989974,0.799721836,0.200278164,0.645340751,22.73948739,0.755171203,0.007829072,1.513998972,4.607779374,0.22784001,240,0,120,127
241,3LEDid4,2,3.743078611,2.484375956,29.27728337,0.090959666,0.909040334,0.08178025,2.726264403,0.082511028,0.007577552,1.513998972,4.607779374,0.22784001,240,0,120,127
242,3LEDid38,20,2.677164132,1.483036763,12.47316845,0,1,0,0,0,0,5.61529084,2.352120208,0.450378162,60,255,30,255
243,3LEDid38,20,2.194084972,1.255232354,8.608371038,1,0,0.872980501,19.56040238,1.134971498,0.005398546,5.61529084,2.352120208,0.450378162,60,255,30,255
244,3LEDid38,20,2.314970492,1.169103712,8.491730869,1,0,0.900557103,16.76290359,0.324821252,0.004632716,5.61529084,2.352120208,0.450378162,60,255,30,255
245,3LEDid38,20,3.161714474,1.634800705,16.47634329,0.936211699,0.063788301,0.609192201,53.58874625,1.308979323,0.015837455,5.61529084,2.352120208,0.450378162,60,255,30,255
246,3LEDid38,20,2.660860286,1.368406997,11.47893477,1,0,0.88189415,23.74564686,0.665780588,0.006562237,5.61529084,2.352120208,0.450378162,60,255,30,255
247,3LEDid38,20,2.485629234,1.084274568,8.451437642,0.01810585,0.98189415,0,4.925615113,0.018599292,0.050373768,5.61529084,2.352120208,0.450378162,60,255,30,255
248,3LEDid38,20,2.75805561,1.443501622,12.55293303,0.936490251,0.063509749,0.735654596,34.89671758,0.378496088,0.010259426,5.61529084,2.352120208,0.450378162,60,255,30,255
249,3LEDid38,20,1.674721303,0.871658515,5.028403776,0.07270195,0.92729805,0.009192201,14.61189183,0.186586983,0.049765395,5.61529084,2.352120208,0.450378162,60,255,30,255
250,3LEDid38,20,3.692616785,2.172093946,25.26174556,0.036490251,0.963509749,0,8.311211685,0.074429383,0.050767471,5.61529084,2.352120208,0.450378162,60,255,30,255
251,3LEDid38,20,2.642073256,1.266481036,10.46976505,0.97270195,0.02729805,0.87270195,17.94771968,0.905605301,0.005086527,5.61529084,2.352120208,0.450378162,60,255,30,255
252,3LEDid38,20,4.015069323,2.459829372,31.05638252,0.1454039,0.8545961,0.11810585,5.201311269,0.128583558,0.009358055,5.61529084,2.352120208,0.450378162,60,255,30,255
253,3LEDid40,20,4.140401753,2.176722483,28.33122783,1,0,0.945494994,11.22155619,0.377932293,0.003095559,5.61529084,2.352120208,0.450378162,60,255,30,255
254,3LEDid40,20,2.590088596,1.411937899,11.46356548,0.972747497,0.027252503,0.954393771,9.943947877,0.197527519,0.00281257,5.61529084,2.352120208,0.450378162,60,255,30,255
255,3LEDid40,20,2.681490301,1.194196202,10.10110624,1,0,0.899888765,20.0171458,0.594044272,0.005514267,5.61529084,2.352120208,0.450378162,60,255,30,255
256,3LEDid40,20,2.964066673,1.342640176,12.52644223,0.581757508,0.418242492,0.417964405,20.7565166,0.411068044,0.009765351,5.61529084,2.352120208,0.450378162,60,255,30,255
257,3LEDid40,20,3.377333008,1.690939363,17.91930131,0.100111235,0.899888765,0.027252503,17.77312528,0.169031211,0.045164712,5.61529084,2.352120208,0.450378162,60,255,30,255
258,3LEDid40,20,2.449946792,1.327651375,10.22537619,1,0,0.864015573,20.27773433,0.43322796,0.005598252,5.61529084,2.352120208,0.450378162,60,255,30,255
259,3LEDid40,20,3.103829936,1.50643888,14.79496332,0.67269188,0.32730812,0.427419355,37.44738521,0.471412295,0.015280805,5.61529084,2.352120208,0.450378162,60,255,30,255
260,3LEDid40,20,2.966224043,2.085975274,20.0474001,0.072858732,0.927141268,0.036429366,6.006258206,0.092699041,0.020299133,5.61529084,2.352120208,0.450378162,60,255,30,255
261,3LEDid39,21,2.40054321,1.4408867,10.88524017,0.98192436,0.01807564,0.909065628,13.7739298,0.460048299,0.003865123,5.124869262,1.352503867,0.074702496,40,255,20,40
262,3LEDid39,21,1.99407653,1.113199572,6.967529479,0.027252503,0.972747497,0,5.273319852,0.064154829,0.040254424,5.124869262,1.352503867,0.074702496,40,255,20,40
263,3LEDid39,21,2.94228237,1.574230015,14.58938337,0.926863181,0.073136819,0.862903226,12.52377922,0.465582069,0.003718201,5.124869262,1.352503867,0.074702496,40,255,20,40
264,3LEDid39,21,NA,NA,NA,0,1,0,0,0,0,5.124869262,1.352503867,0.074702496,40,255,20,40
265,3LEDid39,21,2.396128908,1.26813748,9.554952558,1,0,0.926863181,14.82669961,0.632293927,0.004082177,5.124869262,1.352503867,0.074702496,40,255,20,40
266,3LEDid39,21,2.295164351,1.401501958,10.12257672,1,0,0.936318131,11.85497003,0.309202909,0.003264977,5.124869262,1.352503867,0.074702496,40,255,20,40
267,3LEDid39,21,2.81698724,2.144881268,18.95971389,1,0,0.954115684,12.0266807,0.898592263,0.003305057,5.124869262,1.352503867,0.074702496,40,255,20,40
268,3LEDid42,21,2.367629633,1.146619859,8.57688313,1,0,0.991098748,6.711650595,0.172768766,0.001852916,5.124869262,1.352503867,0.074702496,40,255,20,40
269,3LEDid42,21,2.649623742,1.242921281,10.33347855,1,0,0.981641168,5.561431963,0.103503678,0.001531397,5.124869262,1.352503867,0.074702496,40,255,20,40
270,3LEDid42,21,2.698431271,1.675577317,14.21520066,0.972739917,0.027260083,0.972739917,9.3149953,0.370261262,0.002640301,5.124869262,1.352503867,0.074702496,40,255,20,40
271,3LEDid42,21,2.67753987,1.313590205,11.05348845,1,0,0.990820584,7.899757817,0.124955056,0.002176275,5.124869262,1.352503867,0.074702496,40,255,20,40
272,3LEDid42,21,2.833503295,1.625131371,14.44425216,0.845340751,0.154659249,0.782197497,11.91516572,0.220348668,0.00388366,5.124869262,1.352503867,0.074702496,40,255,20,40
273,3LEDid42,21,2.622694164,1.525809844,12.65512807,1,0,0.963838665,11.36903228,0.654080841,0.003133263,5.124869262,1.352503867,0.074702496,40,255,20,40
274,3LEDid14,3,2.415716678,1.71598918,13.23449945,0.145479833,0.854520167,0.027260083,13.05151719,0.176206048,0.023449509,1.742085264,4.993272623,0.451188686,240,0,120,255
275,3LEDid14,3,3.540766867,2.180380225,24.31505608,0.209179416,0.790820584,0.154659249,6.904939924,0.095946332,0.008797711,1.742085264,4.993272623,0.451188686,240,0,120,255
276,3LEDid14,3,3.220882342,2.016248913,20.38701122,1,0,0.972739917,9.300339098,0.236389369,0.002563001,1.742085264,4.993272623,0.451188686,240,0,120,255
277,3LEDid14,3,3.315306707,2.194930587,22.78520885,0.981919332,0.018080668,0.827538248,26.99925331,0.732198849,0.007570723,1.742085264,4.993272623,0.451188686,240,0,120,255
278,3LEDid14,3,3.039635507,1.708576266,16.26581137,0.87232267,0.12767733,0.799443672,19.27389524,0.760438098,0.006077,1.742085264,4.993272623,0.451188686,240,0,120,255
279,3LEDid14,3,2.539162003,1.338793014,11.10267497,0.71821975,0.28178025,0.499582754,30.7709619,1.225508237,0.011768498,1.742085264,4.993272623,0.451188686,240,0,120,255
280,3LEDid14,3,2.775487893,1.812414869,16.67705458,0.009179416,0.990820584,0,5.604510134,0.014823846,0.08491682,1.742085264,4.993272623,0.451188686,240,0,120,255
